text,intent
I am trying to check in what cases can I ask for refunds,Refund
I want to track the refund,Refund
I want help to check in what cases can I ask for refunds,Refund
check if there is anything new on my refund,Refund
I would like to check my refund status,Refund
assistance checking how long refunds take,Refund
help checking how long refunds take,Refund
can you help me to get a refund of money?,Refund
can I check my refund status?,Refund
how could I track the refund?,Refund
could you help me get a refund of money?,Refund
when am I going to get a refund of money?,Refund
assistance to check how long refunds take,Refund
how to get my money back?,Refund
help me check if there is anything wrong with my refund,Refund
where to track the refund?,Refund
help to check your money back policy,Refund
how could I check the status of my refund?,Refund
when am I getting a refund?,Refund
help to get my money back,Refund
under what circumstances can I ask for my money back?,Refund
I have to check how long refunds usually take,Refund
I need help to check your money back policy,Refund
I need to check if there is any updates on my refund,Refund
could I check if there is anything new on my refund?,Refund
I would like to check the status of the refund,Refund
in what cases can I ask for a refund?,Refund
could you help me to track the refund?,Refund
could I check in what cases can I ask for my money back?,Refund
can you help me checking the refund status?,Refund
help me to get a refund of money,Refund
I need help to check in what cases can I ask for a refund,Refund
I cannot track the refund,Refund
can you help me check how long refunds take?,Refund
help checking how long refunds usually take,Refund
assistance to get my money back,Refund
what do I need to do to get refunds?,Refund
what is the status of my refund?,Refund
I do not know how I could check your money back policy,Refund
can you help me to check my refund status?,Refund
where do I check if there is anything wrong with my refund?,Refund
where can I check the status of the refund?,Refund
where could I track the refund?,Refund
I have got to get a refund,Refund
what do I need to do to get a refund?,Refund
I need help to check the status of the refund,Refund
I don't know how to check your refund policy,Refund
I am trying to check if there is any updates on my refund,Refund
when can I expect a refund,Refund
I do not know how I can check the status of the refund,Refund
help to check my refund status,Refund
I want help to check how long refunds usually take,Refund
help me check in what cases can I ask for my money back,Refund
I want a refund,Refund
I do not know how I could check the status of the refund,Refund
I have to check the status of my refund,Refund
can I check in what cases can I ask for refunds?,Refund
I want assistance checking the refund status,Refund
I have got to check my refund status,Refund
how could I check if there is anything wrong with my refund?,Refund
I need to check the refund status,Refund
I want assistance to get a refund of money,Refund
help to check in what cases can I ask for refunds,Refund
I need assistance to check your refund policy,Refund
I can't track the refund,Refund
can you help me checking your refund policy?,Refund
assistance to check if there is anything new on my refund,Refund
I want to check my refund status,Refund
I want help to check if there is any updates on my refund,Refund
help me checking your refund policy,Refund
could you show me in what cases can I ask for a refund?,Refund
help to check in what cases can I ask to be refunded,Refund
I need assistance to track the refund,Refund
could you show me my refund status?,Refund
are the charges for your services refundable?,Refund
I want assistance to get refunds of money,Refund
can I check the refund status?,Refund
help to check how long refunds usually take,Refund
check refund status,Refund
I want assistance getting a refund,Refund
I don't know what to do to check the refund status,Refund
show me the refund status,Refund
I have got to check if there is any updates on my refund,Refund
help me checking in what cases can I ask for a refund,Refund
can you show me your money back policy?,Refund
I don't know what I have to do to get refunds of money,Refund
help me getting refunds of money,Refund
how to get a refund of money?,Refund
I need to check your money back policy,Refund
I want help to check in what cases can I ask for a refund,Refund
I need assistance getting my money back,Refund
can you show me the refund status?,Refund
I want help checking the refund status,Refund
when will I get a refund of money?,Refund
how can I get refunds?,Refund
help me track the refund,Refund
I try to check your refund policy,Refund
where to get my money back?,Refund
I need assistance getting a refund,Refund
help me checking in what cases can I ask for refunds,Refund
I need to check how long refunds take,Refund
I want assistance to check your refund policy,Refund
show me how long refunds take,Refund
I am trying to check if there is anything new on my refund,Refund
how can I check your money back policy?,Refund
assistance checking the refund status,Refund
I don't know how to get a refund,Refund
how do I check the status of my refund?,Refund
your refund policy,Refund
could you help me to check how long refunds usually take?,Refund
I want help to get a refund,Refund
I don't know how I could get refunds,Refund
there is any updates on my refund?,Refund
I can't check the status of the refund,Refund
assistance getting refunds,Refund
can you help me check in what cases can I ask for refunds?,Refund
help checking under what circumstances can I ask for refunds,Refund
I have got to check in what cases can I ask for a refund,Refund
I do not know what I have to do to get refunds,Refund
help me check if there is anything new on my refund,Refund
help me check your money back policy,Refund
I don't know how to get refunds of money,Refund
can you show me in what cases can I ask for a refund?,Refund
I do not know what I need to do to check your refund policy,Refund
I don't know what I have to do to check my refund status,Refund
would it be possible to check your money back policy?,Refund
I have got to check how long refunds usually take,Refund
I don't know what I have to do to check the refund status,Refund
I want to check in what cases can I ask for a refund,Refund
will you show me the status of the refund?,Refund
I do not know what to do to check your refund policy,Refund
I do not know what I have to do to check your refund policy,Refund
I am trying to get refunds of money,Refund
am I entitled to a refund according to your policy?,Refund
assistance to track the refund,Refund
I have to check your refund policy,Refund
what do I need to do to check the refund status?,Refund
could you help me checking the refund status?,Refund
can you help me check if there is any updates on my refund?,Refund
are the charges for services refundable?,Refund
I want help to check your money back policy,Refund
how do I check my refund status?,Refund
where to get refunds?,Refund
help me checking your money back policy,Refund
I need a refund of money,Refund
help me to track the refund,Refund
I want assistance tracking the refund,Refund
in what cases can I ask for my money back?,Refund
show me under what circumstances can I ask for refunds,Refund
I am trying to get a refund of money,Refund
help getting a refund of money,Refund
can I check in what cases can I ask to be refunded?,Refund
check how long refunds take,Refund
where can I check if there is any updates on my refund?,Refund
I would like to track the refund,Refund
could you help me check your money back policy?,Refund
where do I check if there is anything new on my refund?,Refund
where is my refund?,Refund
how could I get refunds?,Refund
I do not know what to do to get refunds of money,Refund
I want help checking how long refunds usually take,Refund
help to check in what cases can I ask for a refund,Refund
where to check the status of the refund?,Refund
I don't know how I can get refunds of money,Refund
can you show me how long refunds take?,Refund
what do I have to do to track the refund?,Refund
I do not know what I need to do to track the refund,Refund
help to check the refund status,Refund
where could I get refunds of money?,Refund
where to get a refund of money?,Refund
I have got to get refunds of money,Refund
show me under what circumstances can I ask for my money back,Refund
I want help checking in what cases can I ask for refunds,Refund
what do I have to do to check my refund status?,Refund
can you help me check if there is anything new on my refund?,Refund
help to check in what cases can I ask for my money back,Refund
I want help to get my money back,Refund
help me check your refund policy,Refund
what do I need to do to track the refund?,Refund
I need help getting my money back,Refund
I don't know how to check the status of my refund,Refund
I don't know how to check my refund status,Refund
how could I check your money back policy?,Refund
assistance getting my money back,Refund
I don't know how I can check my refund status,Refund
can you help me check the status of the refund?,Refund
what do I need to do to get my money back?,Refund
help me checking the status of the refund,Refund
help me to check in what cases can I ask for a refund,Refund
could you help me to check your refund policy?,Refund
was my refund processed already?,Refund
I have got to check if there is anything new on my refund,Refund
what do I need to do to check the status of the refund?,Refund
when can I expect a refund of money,Refund
I do not know how to check your refund policy,Refund
how can I check if there is anything new on my refund?,Refund
I need to check in what cases can I ask for my money back,Refund
I do not know what to do to check the status of my refund,Refund
I cannot check if there is any updates on my refund,Refund
I don't know how I could get refunds of money,Refund
how to check the status of my refund?,Refund
I want my money back,Refund
assistance to check in what cases can I ask for refunds,Refund
could you help me to get refunds?,Refund
could you help me checking your refund policy?,Refund
can you help me get refunds of money?,Refund
assistance checking your refund policy,Refund
help checking your money back policy,Refund
can I check under what circumstances can I ask for a refund?,Refund
how to check the status of the refund?,Refund
I don't know how I can get refunds,Refund
how can I check if there is any updates on my refund?,Refund
I need help to track the refund,Refund
show me in what cases can I ask for a refund,Refund
I don't know what to do to get a refund,Refund
assistance getting a refund,Refund
help me check how long refunds take,Refund
I demand my money back,Refund
where could I check if there is any updates on my refund?,Refund
could you help me check in what cases can I ask for refunds?,Refund
where to check if there is anything new on my refund?,Refund
where do I get my money back?,Refund
check under what circumstances can I ask for a refund,Refund
help checking in what cases can I ask for refunds,Refund
I do not know how to get a refund,Refund
help me check in what cases can I ask for a refund,Refund
I do not know how I can ask for compensations,Refund
I need to get my money back,Refund
how to check my refund status?,Refund
I don't know how I can track the refund,Refund
check the status of the refund,Refund
could you help me getting refunds of money?,Refund
could I check if there is anything wrong with my refund?,Refund
I have got to get refunds,Refund
I want to check how long refunds take,Refund
show me under what circumstances can I ask to be refunded,Refund
help me check in what cases can I ask for refunds,Refund
I want to check your refund policy,Refund
check if there is anything wrong with my refund,Refund
I need help to get a refund,Refund
how could I get a refund of money?,Refund
I don't know how to track the refund,Refund
is it possible to check in what cases can I ask for refunds?,Refund
where could I check the status of the refund?,Refund
I have got to get my money back,Refund
check your money back policy,Refund
could you show me how long refunds usually take?,Refund
I want to check if there is any updates on my refund,Refund
can you help me get refunds?,Refund
I don't know how I could check the refund status,Refund
I need help checking my refund status,Refund
help receiving a rebate,Refund
I need to get refunds of money,Refund
help me checking the refund status,Refund
I need assistance getting refunds,Refund
could you show me in what cases can I ask for refunds?,Refund
where do I check your money back policy?,Refund
I want assistance getting my money back,Refund
check your refund policy,Refund
help checking my refund status,Refund
how long do refunds take?,Refund
could I check my refund status?,Refund
I don't know how I could get a refund of money,Refund
could you help me to check your money back policy?,Refund
I don't know how to get my money back,Refund
check how long refunds usually take,Refund
how to get refunds?,Refund
help me to check if there is anything wrong with my refund,Refund
I need help to check your refund policy,Refund
could you help me tracking the refund?,Refund
I do not know what I need to do to get refunds,Refund
where can I check the status of my refund?,Refund
